프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety,hashtag
일반교환,자매대학,E0200,아시아,일본,JF 오베린대,J. F. Oberlin University(桜美林大学),-,C-2,"· 위치: 도쿄
· 특징: 일본어 어학과정(5~8학점) 필수 수강
· (정규 전공과목은 일본어 실력에 한해 수강 가능)
· 본교 평균평점 3.5이상 지원가능
· 학생 수 약 9,000명","· 수학가능학과: Arts and Sciences, Business Management, Health and Welfare, Ferforming and Visual Arts, Global Communication
· 일본어 프로그램 외에는 상대교 요구능력 충족시 수강가능
· 수강가능과목:
· https://www.obirin.ac.jp/en/programs/studyabroad/courses/",https://www.obirin.ac.jp/en/programs/studyabroad/,,일본어,"['경영/경제', '보건/생명과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']","교환대학은 동경 가장자리에 위치하며, 나리타 공항에서도쿄 도심까지 이동이 편리한 세이버스를 이용할 수 있습니다. 오비린대학은 도쿄 끝자락에 위치하고, 카나가와현에 기숙사가 있어 도쿄와 근교로의 이동이 편리합니다. 하네다에서 기숙사가 있는 후치노베까지 전철로 1시간 정도 걸리며, 주변에는 슈퍼와 푸드마켓이 있습니다. 일본의 수도 도쿄 외곽","겨울은 매우 추우니 방한 준비가 필요합니다. 일본은 한국과 같은 기후이지만, 좀 더 추운 편이며, 일본은 비교적 추운 지역으로 방한 준비가 필요합니다.여름은 매우 덥고 겨울은 비교적 따뜻한 기후를 가지고 있어 적절한 옷차림을 준비하는 것이 중요합니다.","학교는 시설이 잘 갖춰져 있고, 수업은 전반적으로 질이 높았습니다. 커리어 개발 센터를 통해 취업 활동이 용이했으며, 일본어 과목 외에도 경제학 등을 원어로 수강하여 적응했습니다. 교환학생을 위한 레벨 테스트를 실시하며, 기숙사는 생활 편의시설을 제공하여 교환학생들끼리의 소통을 도모합니다. 수업 환경은 만족스럽고, 일부 수업의 퀄리","학생들은 일본에서 안전하고 안정적인 환경에서 생활했으며, 충분한 안내와 지원으로 안심할 수 있었습니다. 주변 환경이 조심스러웠지만, 기숙사가 교통편과 가까워서 상대적으로 안전한 생활이 가능했습니다.생활환경과 안전에 대한 큰 걱정 없이 일본에서 안전하고 안정적으로 생활할 수 있었습니다.",#도심근접 #추운겨울 #수업퀄리티높음
일반교환,자매대학,E0201,아시아,일본,오사카경법대,"Osaka University of Economics and Law
(大阪経済法科大学)",-,C-2,"· 위치: 일본 오사카(일본 3대 도시 중 하나)
· 특징: 학생수 약 3,121명","· 수학가능학과: Economics, Business Administration, Law, International Studies
· 파견학기별 수강가능학과가 변경될 수 있음
· 수강가능과목:
· http://www.keiho-u.ac.jp/english/students/index.html
· 각 과목의 수강요건 확인 필요",http://www.keiho-u.ac.jp/english/students/index.html,,일본어,"['경영/경제', '법학', '사회과학']",,,,,
일반교환,자매대학,E0203,아시아,일본,신슈대,Shinshu University,-,C-2,"· 위치: 일본 마쓰모토
· 특징: 학생 수 약 9,200명
· 섬유공학 분야 일본 대학 1위","· 수학가능학과: Humanities, Medicine, Engineering, Science, Agriculture, Economics, Education, Textile Sicence and Technology
· 수강가능과목:
· 1) https://campus-3.shinshu-u.ac.jp/syllabusj/Top
· 2) https://www.shinshu-u.ac.jp/institution/gec/tenkai/en/course/index_2.php (교환학생들이 자주 듣는 수업)
· 레벨테스트에 따라 수강가능과목 제한됨",https://www.shinshu-u.ac.jp/institution/gec/en/prospective_students/gec_exchange_student_program/,,일본어,"['경영/경제', '공학/기술', '교육학', '농업/축산', '보건/생명과학', '인문학', '자연과학']","학교는 나고야와 일본 중부 지역에 위치하며, 도쿄와 오사카로의 이동이 어려우나 나고야와는 비교적 용이하고 다른 지역으로 이동할 때는 시간과 비용이 소요됩니다. 교통편이 다양한 마츠모토는 중앙에 위치해 이동이 편리하며, 하네다 공항에서 출발해 신주쿠역으로 이동한 후, 버스를 타고 마츠모토 역으로 가는 것이 권장됩니다. 일본 내 교통 시스템은 복잡하지만,","일본은 겨울에 추우며 일교차가 크고 버스 요금이 비싸기 때문에 중고 자전거를 고려해야 합니다. 특히, 중부 지역인 신슈대와 마츠모토는 추운 날씨와 강한 바람으로 전기장판이나 두꺼운 옷이 필요하며, 도쿄도 따뜻한 옷을 챙겨야 합니다. 일부 지역으로 이동해야 하는 경우에는 생활용품을 구입하기 위한 주의가 필요합니다.","다양한 수업과 토론 기회를 제공받았고, 만족스러운 학교 시설을 이용했습니다. 학교는 다양한 시설을 갖추고 있어 수업이 학생들의 레벨에 맞게 적절히 진행됐습니다. 수강 신청이 친절히 안내되었고, 일본어 수업을 통해 다양한 활동을 즐길 수 있었습니다.","생활환경과 안전 측면에서, 일본에서의 생활은 안전하고 안정적했습니다. 학교와 기숙사의 지원으로 안정적으로 지낼 수 있었습니다.",#교통다양성 #추운날씨대비 #학사시설다양
일반교환,자매대학,E0205,아시아,일본,오츠마여대,Otsuma Women's University,-,C-2,"· 위치: 일본 도쿄
· 특징: 학생 수 약 7,600명","· 수학가능학과: 일본어 점수에 따라 차이 있음
· N1 과정: 일부 수강제한 있음
· Faculty of Home Economics Department of Clothing & Textiles: Department of Food Science (Major in Food Science/Major in Dietitian Studies), Department in Child Studies (Major in Child Studies/Major in Child Education), Department of Life Design
· Faculty of Language & Literature: Department of Japanese Language & Literature, Department of English Language & Literature, Department of Communication & Culture
· Faculty of Social Information Studies: Department of Social Information Studies (Major in Social Science & Information Studies/Major in Environment & Information Studies/Major in Information Design)
· Faculty of Human Relations: Department of Human Relations (Major in Sociology/Major in Social & Clinical Psychology), Department of Human Welfare
· Faculty of Comparative Culture: Department of Comparative Culture
· Junior College Division: Department of Domestic Science (Major in Home Economics/Major in Business/Major in Nutrition), Department of Japanese Language & Literature, Department of English Language & Literature
· N2 과정: International Center's education program
· 수강가능과목(2020):
· N1: 일부 수강제한 있음 http://www.otsuma.ac.jp/academics/guide/subjectguide
· N2: 첨부파일(FactSheet) 참조 https://glbc.otsuma.ac.jp/international/ko/center",https://www.otsuma.ac.jp/english/international/exchange.html,,일본어,"['경영/경제', '공학/기술', '교육학', '농업/축산', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']",도쿄 중심에 위치한 오츠마여자대학은 한조몬역과 이치가야역이 인접하여 교통이 용이합니다. 위치가 도쿄 시내에 있어 주변 여행이 편리합니다.,"도쿄는 봄과 가을이 쾌적하고, 여름은 서울보다 더 더운 편이며 양산과 택시팟을 이용합니다. 겨울은 한국보다는 춥지만 괜찮습니다.","다양한 수업과 잘 갖춰진 학교 시설이 제공되며, 교환학생들을 위한 풍부한 시설과 적절한 난이도의 수업이 제공됩니다.","유학생들은 안전하고 안정적인 환경에서 편안한 생활을 즐길 수 있었으며, 일본에서의 생활도 안전하고 안정적으로 진행되었습니다.",#도심위치 #다양한학업 #안전한환경
일반교환,자매대학,E0206,아시아,일본,나고야외국어대,Nagoya University of Foreign Studies,2.25/4.5 이상,"C-2
A-2","· 위치: Nagoya
· 특징: 학생 수 약 3,750명
· 영어로 수학 가능하며 영어 구사자 선호
· 장학금 햬택 있음(월 60,000엔, 최대 12개월)","· 수학가능학과: Foreign Studies, Contemporary International Studies, Global Governance and Collaboration, World Liberal Arts
· 수강가능과목(2024):
· https://www-e.nufs.ac.jp/interchange/incoming/exchange/courses/",https://www-e.nufs.ac.jp/interchange/,,"영어(비유럽), 일본어","['사회과학', '예술/디자인']","학교는 조금 외진 곳에 위치하고 있어 시내 이동이 제한되지만, 주변에 쇼핑센터와 식당이 있어 생활하기 편리합니다. 학교에서 제공하는 버스를 이용해 공항과 학교 간 이동이 편리하며, 학교 측에서는 픽업 서비스를 제공하여 교통에 대한 걱정이 없습니다.","일본은 겨울에는 매우 추우니 방한 준비가 필요하며, 여름은 더울 수 있지만 한국보다는 춥지 않습니다. 교환학생으로 방문 시 적절한 계절별 준비가 필요합니다.","수업은 레벨에 따라 다양하게 나뉘어져 있으며, 과제가 많았습니다. 기숙사는 깔끔하고 심플하지만 공용 주방을 이용할 때 이동해야 하는 불편함이 있었습니다. 학교는 경제적으로 매우 유리하며, 다양한 국적의 학생들과 함께 다양한 과목을 수강할 수 있었습니다.",학교 주변이 안전하고 조용한 환경에서 안정적으로 생활했습니다. 이로써 혼자 타지에서의 생활이 어려웠지만 안전하고 안정적으로 느껴졌습니다.,#외진위치 #추운겨울 #다양한국적생활
일반교환,자매대학,E0207,아시아,일본,칸다외국어대학,Kanda University of International Studies,-,"C-1
A-5","· 위치: 일본 지바
· 특징: 학생 수 약 4,200명
· 일본 내 국제학 분야에서 가장 우수한 대학 중 한 곳","· 수학가능학과: Foreign Languages, Global Liberal Arts, Japanese Language and Culture Program
· 수강가능과목(2024): 영어 및 일본어 사용
· https://drive.google.com/file/d/1wNSvESgREvkq-cfTm0ZHAC-ooGDPaAeG/view",https://sites.google.com/kuis.ac.jp/intlstu/home-eng/en-exchange/Fall_2025,,"영어(비유럽), 일본어",['예술/디자인'],학교는 치바 마쿠하리 혼고에 위치해 있어 교통을 이용하여 식당이나 여가를 즐기러 나가야 합니다. 나리타공항으로 입국한 후 거주지로 이동하는 것이 편리합니다.,"여름에는 굉장히 더운 지역이므로 여름옷을 챙겨야 합니다. 일본은 계절에 따라 다양한 날씨를 경험할 수 있습니다.  
여름에는 더운 지역이므로 여름옷을 챙겨야 하며, 일본은 계절에 따라 다양한 날씨를 경험합니다.","학업을 위해 다양한 강의를 통해 최소학점을 맞추는 동시에, 외국어 교류 프로그램과 일본어 레벨 테스트를 통해 학습에 도움이 되는 학교시설을 이용할 수 있었습니다.","교환학생 프로그램 도중 안전하고 안정적으로 생활하며 식당이나 여가를 즐기려면 교통을 이용해야 했고, 일본에서의 생활도 안전하고 안정적으로 진행되었습니다.",#다양한날씨경험 #외국어교류프로그램 #안전한생활환경
일반교환,자매대학,E0208,아시아,일본,세츠난대학,Setsunan University,-,C-2,"· 위치: 일본 오사카(Osaka)
· 특징: 학생 수 약 8,100명","· 수학가능학과: Science and Engineering, Foreign Studies, Business Administration, Pharmaceutical Sciences, Law, Economics, Nursing
· 일본어 프로그램 외에는 상대교 요구능력 충족시 수강가능
· 수강가능과목:
· http://www.setsunan.ac.jp/kokusai/j-program.html",https://www.setsunan.ac.jp/english/univ/exchange/,,일본어,"['경영/경제', '공학/기술', '법학', '보건/생명과학', '자연과학']",,,,,
일반교환,자매대학,E0210,아시아,일본,일본경제대,Japan University of Economics,-,C-2,"· 위치: 후쿠오카 다자이후
· 특징: 4개 캠퍼스 중 하나","· 수학가능학과: Economics, Commerce, Management Law, Health and Sports Management, Management",http://fukuoka.jue.ac.jp/,,일본어,"['경영/경제', '법학', '보건/생명과학', '스포츠과학']",학생들은 공항에서 기숙사로 이동할 때 대중교통을 이용하거나 택시를 이용해야 합니다.,여름에는 더워서 구름이 적어 자외선이 세다.,"학교는 다양한 시설과 기숙사를 제공하며, 수업은 적절한 난이도로 진행됩니다.",일본에서의 생활은 안전하고 선생님들의 도움으로 안정적으로 진행됩니다.,#공항편의접근 #더위주의 #다양한시설제공
일반교환,자매대학,E0211,아시아,일본,사가여자단기대,Saga Women's Junior College,-,C-2,· 위치: 사가현 사가시,"· 수학가능학과: Global Symbiosis IT Course, Librarian Archives Course, Korean culture course, Welfare and Social Care Course",http://www.asahigakuen.ac.jp/sajotan/,,일본어,['공학/기술'],,,,,
일반교환,자매대학,E0213,아시아,중국,길림사범대,Jilin Normal University(吉林师范大学),-,B-2,"· 위치: 중국 길림성
· 특징: 학생 수 약 25,000명
· 중국어 어학과정 위주로 수강 가능",· 수강가능과목: 영어 및 중국어 사용 https://cie.jlu.edu.cn/lxsq1/dqb.htm,http://www.jlnu.edu.cn,,중국어,['직접확인'],,,,,
일반교환,자매대학,E0215,아시아,중국,대련민족대,Dalian Minzu University(大连民族学院),-,B-3,"· 위치: 중국 대련
· 특징: 학생 수 약 13,589명","· 수학가능학과: 중국어 어학과정 위주
· (초/중/고급반으로 분반하여 분반별 5개 어학과목 수강)
· HSK 6급 소지자에 한해 개별 교수의 허가를 받을 경우 전공과목 수강 가능
· (Economics and Management, Foreign Language, Civil Engineering, International Business, Physics and Materials Engineering, Mechanical and Electrical Engineering, Computer Science and Engineering 등)
· 수강가능과목(2019): 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(안내사항) 참조",https://www.dlnu.edu.cn/gjjl/lxzc/xxxm/index.htm,,중국어,"['경영/경제', '공학/기술', '자연과학']","대련민족대학교는 대련 개발구에 위치해 있어, 공항에서 택시를 타고 약 30분 정도의 거리에 위치하여 교통이 편리합니다.","대련은 건조한 겨울과 시원한 여름으로 립밤과 핸드크림이 필요하며, 여름은 한국보다 덜 습하고 시원하지만 에어컨을 잘 사용하지 않아 더위를 잘 타는 사람들에게는 적합하지 않습니다.","학교 시설은 잘 갖춰져 있고, 수업은 적절한 난이도로 진행되었습니다.",주변 환경이 안전하고 안정적이어서 편안한 경험을 했습니다.,#편리한교통 #건조한날씨 #안전한환경
일반교환,자매대학,E0216,아시아,중국,동북사범대-인문대학,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",-,B-3,"· 위치: 중국 장춘
· 특징: 학생 수 약 24,567명","· 수강가능과목: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음)
· <초중급반> 必修课：汉语课、口语课、听力课、阅读课
· 选修课：书法、太极拳、二胡、中国民族舞蹈、影视欣赏课、汉语技能强化课
· <고급반> 必修课：汉语课、口语课、听力课、综合课
· 选修课：影视欣赏课、二胡、书法、太极拳、汉语技能强化课
· <기타> 必修课：汉语课、口语课
· 选修课：书法、剪纸、太极拳、中国概况课",https://iso.nenu.edu.cn/Admission/Exchange_Student_Program.htm,,중국어,['직접확인'],,,,,
일반교환,자매대학,E0217,아시아,중국,동화대,Donghua University (东华大学),-,"B-2
A-2","· 위치: 중국 상하이
· 특징: 학생 수 약 28,497명
· 중국정부의 21세기 대학 선진화 프로그램인 ""Project 211""에 선정된 대학 중 하나임","· 수학가능학과: 중국어과정과 영어과정 중 택일 (혼합수강 불가)
· (중국어 과정)중국어 어학, 중국 사회/문화/경영 등 총 6개 과목 개설
· 중국어 어학과정 필수 수강
· (영어 과정)중국어/영어 어학, 중국 사회/문화/경영, 공학 등 총 19개 과목 개설
· 수강가능과목(2024): 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일 (Course List) 참조",https://english.dhu.edu.cn/incoming/list.htm,· TOEFL ITP 제외,"영어(비유럽), 중국어",['직접확인'],"북경우전대는 시내 중심에 위치하여 교통이 편리하고, 동화대는 백화점과 음식점이 가까이 있어 생활하기 용이합니다. 상해의 화동사범대학교는 도심에 위치하여 필요한 것을 구매하거나 여가생활을 즐기기에 편리하며, 대중교통을 이용하기에도 용이합니다. 상하이는 관광지가 가깝게 위치해 있어 여행 다니기에 편리하며, 학교로 이동 시 푸동 공항을 이용하는 것을 추천합니다. 주변에는 다양한","상해는 기후가 다양하여 적절한 보습용품이 필요하며, 겨울은 매우 추우니 패딩이 필수입니다. 여름은 더워서 에어컨과 히터가 필요하고, 비가 자주 오는데 날씨가 좋을 때는 서울과 비슷합니다.","학교는 다양한 시설과 열정적인 교수진을 갖추고 있어, 학업 및 생활에 필요한 모든 지원을 받을 수 있었습니다.","중국에서의 생활은 편안하고 안전했으며, 교환학생 생활은 안정적이었습니다. 상해에서의 생활은 한국과 유사하며, 안전하고 안정적으로 진행되었습니다. 현지 생활은 격리 후 안전하게 진행되었습니다.",#시내위치 #다양한기후 #안전한생활환경
일반교환,자매대학,E0218,아시아,중국,북경우전대학,"Beijing University of Posts and Telecommunications
(北京邮电大学)",-,B-3,· 위치: 베이징,"· 수학가능학과: Information and Communication Engineering, Electronic Engineering, Computer Science, Automation, Software Engineering, Digital Media and Design Arts, Sciences, Economics and Management, Humanities, Public Management, International School 등
· 중어중문학과 개설되어 있지 않음
· 중국어 어학과정과 전공수업 병행 불가(둘 중 반드시 선택해야함)
· 중국 관련 수업과 전공수업 병행 가능(중국 관련 수업 1과목만)
· 영어 전공과정 수강 불가",http://bupt.admissions.cn/,,중국어,"['경영/경제', '공학/기술', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']",,,,,
일반교환,자매대학,E0219,아시아,중국,산동대-위해,"Shandong University, Weihai(山东大学, 威海)",2.81/4.5 이상,"B-3
A-2","· 위치: 중국 산동성
· 특징: 중국어 수업 및 전공수업 병행가능(최대 20학점)
· 중국 내 20위권 이내 명문대
· 학생 수 약 15,310명
· 지원자격 요건: 1학년 이상 학부생","· 수학가능학과: 중국어국제교육, 국제경제와 무역(디지털 무역), 공상관리(디지털 마케팅), 공상관리(디지털 문화관광), 국제정치
· 수강가능과목(2025): https://www.wh.sdu.edu.cn/jxyb.htm",https://ipo.wh.sdu.edu.cn/kristudy/info/1021/1761.htm,"· iBT, TOEIC, ITP 제외","영어(비유럽), 중국어",['직접확인'],"산동대학교는 바다 가까이 위치해 있어 학생들을 캠퍼스에서 배웅해주는 서비스를 제공합니다. 학교는 중국 내 다양한 교통수단을 활용하여 쉽게 접근할 수 있으며, 해수욕과 산책을 즐길 수 있는 생활하기 편리한 위치에 있습니다. 근처에는 많은 대중교통 수단이 있어 이동이 용이하며, 공항에서는 하늘색 버스를 이용할 수 있습니다. 위치한 웨이하이는 바다도시로 한식당이 많아 적응하기 좋은","웨이하이는 여름과 가을에 쾌적한 파란 하늘을 자랑하며, 겨울에는 세게 불어 체감 온도가 낮아 걷기가 어려울 정도입니다. 해당 지역은 바다도시로 바람이 강하고 겨울에는 추울 수 있으니 방한 준비가 필요합니다.",학교 시설은 편리하고 수업은 적절한 어학 교육을 제공하여 만족스러웠습니다. 수업은 효율적으로 이루어지며 중국어 학습에 적합한 환경을 제공했습니다.,"주변 시설이 편리하고 안정적인 환경에서 살아갈 수 있었으며, 응급 상황에 대비하기 좋은 큰 병원도 있었습니다. 한국인이 많이 거주하는 지역은 안전하고 안정적이었고, 친절한 환경에서 생활했습니다. 중국에서의 생활은 미세먼지와 위생에 대한 걱정 없이 안정적으로 보낼 수 있는 저렴한 생활비와 비교적 안전한 환경을 제공했습니다.",#바다가까이 #쾌적한날씨 #안전한환경
일반교환,자매대학,E0220,아시아,중국,산동사범대,Shandong Normal University(山东师范大学),-,B-3,· 위치: 중국 산동성,· 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),http://www.sdnu.edu.cn/,,중국어,['직접확인'],,,,,
일반교환,자매대학,E0221,아시아,중국,삼협대,China Three Gorges University(三峡大学),-,"B-3
A-4",· 위치: 중국 후베이성,· 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),http://www.ctgu.edu.cn,"· iBT, TOEIC, ITP 제외","영어(비유럽), 중국어",['직접확인'],,,,,
일반교환,자매대학,E0222,아시아,중국,서북공업대학,Northwestern Polytechnical University(西北工业大学),-,"B-3
A-2","· 위치: 중국 서안(진시황릉, 병마용, 소림사 등 문화유적 자리)
· 특징: 삼성전자 등 국내기업 진출","· 수학가능학과: (영어강의제공학과) 항공학과, 우주공학, 기계공학, 전자정보통신공학, 전기공학, 해양공학, 토목공학, 경영, 컴퓨터공학
· 중어중문학과가 개설되어있지 않으므로 지원 시 유의할 것(어학과정은 있음)",http://www.nwpu.edu.cn/,"· iBT, TOEIC, ITP 제외","영어(비유럽), 중국어",['직접확인'],,,,,
일반교환,자매대학,E0223,아시아,중국,심양항공대,Shenyang Aerospace University(沈阳航空航天大学),-,B-3,· 위치: 중국 요녕성,· 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),http://www.sau.edu.cn,,중국어,['직접확인'],,,,,
일반교환,자매대학,E0224,아시아,중국,심천대,Shenzhen University(深圳大学),-,"TOEFL 85 
IELTS 6.0
중국어 B-3","· 위치: 중국 심천
· 특징: 중국어 강의 수강 가능
· 학생 수 약 22,000명
· 경제특구도시인 심천지역의 유일한 국립종합대학
· 장학금: 기숙사비 면제
· 지원자격 요건: 1학기 이상 재학 학부생","· 수학가능학과: Humanities, Foreign Languages, Mass Communication, Art, Economics, Management, Law, Mathematics and Statistics, College of Physics and Energy, Chemistry and Environmental Engineering, Medical, Life Sciences and Oceanography, Information Engineering, Architecture&Urban Planning, Electronic Science and Technology, Civil Engineering, Materials Science and Engineering, Phsychology and Sociology, Computer Science & Software, Mechatronics and Control Engineering, Optoelectronic Engineering, Nantes Business, Advadced Study
· 수강가능과목(2024):
· https://szupu.szu.edu.cn/cmsArticlesController/article/2c9180828a81d95e018a97c05b170005","https://szupu.szu.edu.cn/cmsArticlesController/article/2c9180828a81d95e018acfcd6a520041, https://szupu.szu.edu.cn/cmsArticlesController/synopsi/000000006cd1e966016cdd350cb50013",· TOEIC 제외,"영어(비유럽), 중국어","['경영/경제', '공학/기술', '법학', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']","학교는 심천 남산구에 위치하여 교통이 편리하며, 주변 환경은 생활하기에 편리합니다.","심천은 덥고 다습한 여름 날씨로 벌레에 조심해야 하며, 홍콩과 비슷한 기후로 선크림과 우산이 필수품입니다. 남산구에 위치한 심천은 봄에는 저녁이 선선해져 긴 옷이 필요하며, 비가 많이 오니 우산을 항상 챙겨야 합니다.","학교는 어학 중심의 수업과 괜찮은 시설을 제공하며, 교환학생에게 혜택과 자율성을 제공합니다. 수업은 복잡할 수 있지만 만족스러운 경험을 할 수 있고, 학업에 집중하기에 적합한 환경을 제공합니다.","학교 주변은 안전하고 생활 환경이 안정적하며, 상대적으로 안전한 분위기에서 심천에서의 생활은 안전하고 안정적으로 진행되었습니다.",#편리한교통 #다습한날씨 #안전한환경
일반교환,자매대학,E0225,아시아,중국,장강대,Yangtze University(长江大学),-,B-3,· 위치: 중국 후베이성,· 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),http://www.yangtzeu.edu.cn,,중국어,['직접확인'],,,,,
일반교환,자매대학,E0226,아시아,중국,지난대,Jinan University(暨南大学),Jinan University(暨南大学)+I233,B-2,"· 위치: 중국 광저우
· 특징: 중국 211공정(工程)대학 선정(21C에 중국의 100개 대학을 세계 일류대학 대열에 들게 하겠다는 중국의 국가적 교육 프로젝트)
· 1학년 수업은 10월에 개강하며 이후 수업 및 시험일정이 변경될 수 있음(수업 및 시험 일정 변경으로 인해 다른 수업과 시간이 겹칠 경우 강제 수강 취소 될 수 있음)","· 수학가능학과: International School, Liberal Arts, Foreign Studies, Arts, Journalism and Communication, Economics, Management, Public Administration/School of Emergency Management, Law / Intellectual Property,  International Studies/Academy of Overseas Chinese Studies, Science and Engineering, Information Science and Technology / Cyber Security, Life Science and Technology, Medicine 등
· https://english.jnu.edu.cn/schools_colleges/list.htm
· 수강가능과목: 영어사용
· - 영어 수업: https://docs.google.com/spreadsheets/d/1KPN5BpjuTyzxRVbvm6UMHd0pEq0iD9cz2AVQhdYUIN8/edit?gid=1640484352#gid=1640484352
· - 중국어 수업: https://jwc.jnu.edu.cn/bkrcpyfaw2021jw/list1.htm
· 각 과목의 수강요건 확인 필요",https://english.jnu.edu.cn/2016/1103/c1880a48467/page.htm,"· 영어 수업 희망 시,
· TOEFL iBT 75 or IELTS 6.0 필요",중국어,"['경영/경제', '공학/기술', '법학', '보건/생명과학', '사회과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']","기남대학교와 화원캠은 광저우 동역과 버스정류장이 가까워 교통이 매우 용이합니다. 또한, 고층 기숙사로 벌레 걱정이 크게 줄었습니다.",기남대학교는 중국 광저우에 위치하여 날씨가 습하고 덥습니다. 겨울에는 쌀쌀하니 따뜻한 옷이 필요합니다. 광저우는 고온다습한 기후로 비가 자주 오고 벌레가 많아 방한 준비가 필요합니다. 고층 기숙사에서는 큰 벌레가 나오지 않아 안심할 수 있습니다.,"- 학교는 다양한 수업 과목과 기숙사 옵션을 제공합니다. 시설은 잘 갖춰져 있고, 수업은 적절한 어려움을 가졌습니다.","주변 환경은 안전하고 안정적인 정보 교류로 생활이 원활하며, 한국인 다수로 안전하고 친절한 분위기를 느낄 수 있습니다. 고온다습한 기후와 벌레에 주의해야 하지만, 학교 기숙사는 벌레 걱정이 없고 근처 지하철역과 은행이 있어 생활이 안정적입니다.",#교통편리 #다습한날씨 #안전한환경
일반교환,자매대학,E0227,아시아,중국,상숙이공대,Changshu Institute Of Technology(常熟理工学院),-,B-3,· 위치: 중국 강소성 창수,"· 수학가능학과: Automobile Engineering, Business, Biology and Food Engineering, Computer Science and Engineering, Electronic Information Engineering, Electrical Engineering and Automation, Education, Foreign Languages, Mathmatics and Statistics, Mechanical Engineering, Materials Engineering, Marxism, Physical Education, Textile Garment and Design, Library Science",https://en.cslg.edu.cn/Global/Exchange_Students_program.htm,,중국어,"['경영/경제', '공학/기술', '교육학', '농업/축산', '스포츠과학', '예술/디자인', '자연과학']",,,,,
일반교환,자매대학,E0228,아시아,중국,연태대,Yantai University(烟台大学),-,B-3,· 위치: 중국 연태,· 수강가능과목: 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(2024 Autumn Exchange Students(Yantai University) 참조,,,중국어,['공학/기술'],"대학은 인천 공항에서 50분 거리에 위치한 산동성에 있어 쇼핑몰과 한인 마트가 주변에 있어 생활이 편리합니다. 연태대학교는 해안도시에 위치하고 있어 바다 근처에 있으며, 대도시와 인근 도시로의 이동이 용이하며, 연태 펑라이 국제 공항과 가까워 교통이 편리합니다.","연태시는 바람이 많이 불고, 일사량이 풍부하여 날씨가 계속 변하기 때문에 예상치 못한 날씨 변화에 대비해야 합니다. 겨울은 매우 춥고 햇볕이 들지 않아 전기장판을 챙겨가는 것이 좋습니다. 인천 공항에서 바로 서쪽에 위치한 한국은 날씨가 유사하여 한국의 계절에 맞는 옷차림을 준비하는 것이 중요합니다.","학교는 시설이 잘 갖춰져 있고 중국어로 수업을 진행하며 필수 과목은 독해, 듣기, 말하기, 종합으로 구성됩니다. 수업은 등록 학생 수에 따라 조절되며 기숙사는 1인실과 2인실을 선택할 수 있고 다양한 식당이 있어 편리한 생활을 제공합니다.","생활환경은 소음을 제외하고 안전하고 편리했으며, 학교 주변은 안전하고 안정적이어서 혼자 거주하는 학생들도 잘 적응했습니다.",#바다근접 #변화무쌍한날씨 #다양한학업과목
일반교환,자매대학,E0229,아시아,중국,정주경공업대,Zhengzhou University of Light Industry (郑州轻工业学院),-,"A-5
B-3","· 위치: 중국 하남성 정주
· 특징: 가을학기 파견시에만 중국 국가장학금 수여 가능 (1학기5000 위안, 2학기 10,000위안)
· 정주경공업대 추가 장학금 수혜 조건 (총 2학기 파견시에만 해당함)
· - 학점 3.5 이상이며 HSK 6급 (200점 이상) : 추가 18,000위안
· - 학점 3.5 이상이며 HSK 5급 (240점 이상) : 추가 8,000위안
· 2019-2학기 신규 파견대학","· 수학가능학과: 전공수업 수강 희망시 HSK 5급 180점 이상 (문과계열), HSK 4급 180점 이상(이과계열)을 충족해야함",http://www.zzuli.edu.cn/,,"영어(비유럽), 중국어",['직접확인'],,,,,
